"name","springdist","distprev","elevation","elevationdiff","amenities","links"
" Mohican Outdoor Center ","0.1294E4","0.26E1","0.115E4","-0.25E3"," L,C,W ","<a href=""http://www.outdoors.org/lodging/lodges/mohican/index.cfm"">Mohican Outdoor Center</a>"
" Catfish Fire Tower ","0.12964E4","0.24E1","0.1565E4","0.415E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153558/catfish-ledges.html"">Catfish Fire Tower</a>"
" Rattlesnake Spring ","0.1297E4","0.6E0","0.126E4","-0.305E3"," W ",""
" CR 602 ","0.12974E4","0.4E0","0.135E4","0.9E2"," W* ",""
" Blue Mt. Lakes Rd. ","0.13013E4","0.39E1","0.135E4","0.0"," W,C* ",""
" Crater Lake ","0.13033E4","0.2E1","0.136E4","0.1E2"," W* ","<a href=""http://www.panoramio.com/photo/13628857"">Crater Lake</a>"
" Rattlesnake Mt. ","0.13061E4","0.28E1","0.1492E4","0.132E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153582/blue-bird-and-rattlesnake-mountains.html"">Rattlesnake Mt.</a>"
" Brink Rd. Shelter (pic) ","0.13083E4","0.22E1","0.111E4","-0.382E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=BrinkRoad"">Brink Rd. Shelter</a><a href=""http://www.summitpost.org/view_object.php?object_id=107068&amp;context_id=383841"">pic</a>"
" Culvers Gap, US 206 ","0.13119E4","0.36E1","0.935E3","-0.175E3"," R,G* ","<a href=""http://outdoors.webshots.com/photo/2604300970063921405gyPTAa"">Culvers Gap, US 206</a>"
" Culver Fire Tower ","0.13138E4","0.19E1","0.155E4","0.615E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/155231/culver-ridge-normanook.html"">Culver Fire Tower</a>"
" Gren Anderson Shelter (pic) ","0.13149E4","0.11E1","0.132E4","-0.23E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=GrenAnder"">Gren Anderson Shelter</a><a href=""http://www.summitpost.org/view_object.php?object_id=144035&amp;context_id=383841"">pic</a>"
" Sunrise Mt. ","0.13173E4","0.24E1","0.1653E4","0.333E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/154250/sunrise-mountain-nj.html"">Sunrise Mt.</a>"
" Mashipacong Shelter (pic) ","0.13207E4","0.34E1","0.1425E4","-0.228E3"," S, (NO water) ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Mashipacon"">Mashipacong Shelter</a><a href=""http://outdoors.webshots.com/photo/2110976410042541990SDMZup"">pic</a>"
" Rutherford Shelter (pic) ","0.13236E4","0.29E1","0.1345E4","-0.8E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Rutherford"">Rutherford Shelter</a><a href=""http://www.panoramio.com/photo/20737446"">pic</a>"
" High Point State Park, NJ 23 ","0.13262E4","0.26E1","0.15E4","0.155E3"," W,L*,C* ","<a href=""http://www.summitpost.org/mountain/rock/152438/high-point-new-jersey.html"">High Point State Park</a>"
" > High Point Shelter (pic) ","0.13279E4","0.17E1","0.128E4","-0.22E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=HighPoint"">High Point Shelter</a><a href=""http://outdoors.webshots.com/photo/1388825050055009836fvyWyf"">pic</a>"
" CR 519 ","0.13292E4","0.13E1","0.11E4","-0.18E3"," None ",""
" Gemmer Rd. ","0.13318E4","0.26E1","0.74E3","-0.36E3"," None ",""
" Goodrich Rd. ","0.13328E4","0.1E1","0.61E3","-0.13E3"," None ",""
" Jim Murray property side trail ","0.13332E4","0.4E0","0.66E3","0.5E2"," S,C,W,Sh ","<a href=""http://img6.travelblog.org/Photos/65917/288553/t/2455062-Jim-Murray-Property-0.jpg"">Jim Murray property</a>"
" Goldsmith Rd. ","0.13333E4","0.1E0","0.6E3","-0.6E2"," None ",""
" Unionville Rd. ","0.13341E4","0.8E0","0.61E3","0.1E2"," None ",""
" Lott Rd, Unionville ","0.1335E4","0.9E0","0.59E3","-0.2E2"," C,R,G ",""
" NJ 284 ","0.1336E4","0.1E1","0.42E3","-0.17E3"," R,G ",""
" Oil City Rd. ","0.13365E4","0.5E0","0.4E3","-0.2E2"," None ",""
" Wallkill River NWR ","0.13375E4","0.1E1","0.41E3","0.1E2"," None ","<a href=""http://www.fws.gov/northeast/wallkillriver/"">Wallkill River NWR</a>"
" Lake Wallkill Rd. ","0.13398E4","0.23E1","0.44E3","0.3E2"," W ",""
" Pochuck Mt. Shelter (pic) ","0.13403E4","0.5E0","0.84E3","0.4E3"," S, (NO water) ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PochuckMt"">Pochuck Mt. Shelter</a><a href=""http://www.danbalogh.com/photos/pochuckmt/pochuckmt-34.JPG"">pic</a>"
" Pochuck Mt. ","0.13418E4","0.15E1","0.985E3","0.145E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/154281/pochuck-mountain.html"">Pochuck Mt.</a>"
" CR 565 ","0.1343E4","0.12E1","0.72E3","-0.265E3"," None ",""
" CR 517, Glenwood ","0.13445E4","0.15E1","0.44E3","-0.28E3"," L*,G* ",""
" Pochuck Creek Footbridge ","0.13452E4","0.7E0","0.41E3","-0.3E2"," None ","<a href=""http://www.bridgemeister.com/imgpom/ponjpochuck2.jpg"">Pochuck Creek Footbridge</a>"
" Canal Rd. ","0.13459E4","0.7E0","0.41E3","0.0"," None ",""
" NJ 94, Vernon ","0.13468E4","0.9E0","0.45E3","0.4E2"," G,L* ",""
" Wawayanda Mt. ","0.13482E4","0.14E1","0.134E4","0.89E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153948/wawayanda-mountain.html"">Wawayanda Mt.</a>"
" Barrett Rd. ","0.13499E4","0.17E1","0.114E4","-0.2E3"," None ",""
" Iron Mt. Rd. Bridge ","0.1351E4","0.11E1","0.106E4","-0.8E2"," None ",""
" Wawayanda Rd. ","0.13517E4","0.7E0","0.115E4","0.9E2"," None ",""
" Wawayanda Shelter (pic) ","0.13519E4","0.2E0","0.12E4","0.5E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Wawayanda"">Wawayanda Shelter</a><a href=""http://outdoors.webshots.com/photo/1509387187042541990BUVmeb"">pic</a>"
" Warwick Turnpike ","0.13523E4","0.4E0","0.114E4","-0.6E2"," R*,G* ",""
" Long House (Brady Rd.) ","0.13537E4","0.14E1","0.108E4","-0.6E2"," None ",""
" Long House Creek ","0.13548E4","0.11E1","0.1085E4","0.5E1"," None ","<a href=""http://www.panoramio.com/photo/4540597"">Long House Creek</a>"
" State Line Trail, NJ-NY State Line ","0.13559E4","0.11E1","0.1385E4","0.3E3"," None ","<a href=""http://www.mtnlion.org/web_images/at2_218.jpg"">State Line Trail, NJ-NY State Line</a>"
" Prospect Rock ","0.13564E4","0.5E0","0.1433E4","0.48E2"," None ","<a href=""http://www.mtnlion.org/web_images/at2_219.jpg"">Prospect Rock</a>"
" Village Vista Trail, Greenwood Lake ","0.13592E4","0.28E1","0.118E4","-0.253E3"," L*,R*,G* ",""
" NY 17A ","0.13619E4","0.27E1","0.118E4","0.0"," W,R,L*,G* ",""
" Eastern Pinnacles ","0.13632E4","0.13E1","0.1294E4","0.114E3"," None ",""
" Cat Rocks ","0.13637E4","0.5E0","0.108E4","-0.214E3"," None ","<a href=""http://www.mtnlion.org/web_images/at2_224.jpg"">Cat Rocks</a>"
" Wildcat Shelter (pic) ","0.1364E4","0.3E0","0.118E4","0.1E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Wildcat"">Wildcat Shelter</a><a href=""http://outdoors.webshots.com/photo/1072070193013833495AvJcTB"">pic</a>"
" Lakes Rd. ","0.13655E4","0.15E1","0.68E3","-0.5E3"," None ",""
" Fitzgerald Falls ","0.13658E4","0.3E0","0.8E3","0.12E3"," W ","<a href=""http://outdoors.webshots.com/photo/2657204880038072299PNCkFD"">Fitzgerald Falls</a>"
" Mombasha High Pt. ","0.13678E4","0.2E1","0.128E4","0.48E3"," None ","<a href=""http://media.photobucket.com/image/Mombasha/sneezehorse5/hike%20425%207-5-9/035.jpg"">Mombasha High Pt.</a>"
" West Mombasha Rd. ","0.1369E4","0.12E1","0.98E3","-0.3E3"," None ",""
" Buchanan Mt. ","0.13699E4","0.9E0","0.1142E4","0.162E3"," None ",""
" East Mombasha Rd. ","0.13707E4","0.8E0","0.84E3","-0.302E3"," None ",""
" Little Dam Lake ","0.13714E4","0.7E0","0.72E3","-0.12E3"," None ","<a href=""http://media.photobucket.com/image/Little%20Dam%20Lake%20NY/sneezehorse5/hike%20425%207-5-9/031.jpg"">Little Dam Lake</a>"
" Orange Turnpike","0.13721E4","0.7E0","0.78E3","0.6E2"," W ",""
" Arden Mt, Agony Grind ","0.13728E4","0.7E0","0.118E4","0.4E3"," None ","<a href=""http://www.panoramio.com/photo/10466116"">Arden Mt, Agony Grind</a>"
" NY 17 ","0.13739E4","0.11E1","0.55E3","-0.63E3"," None ",""
" I-87 ","0.13741E4","0.2E0","0.56E3","0.1E2"," None ",""
" Arden Valley Rd. ","0.13743E4","0.2E0","0.68E3","0.12E3"," None ",""
" Island Pond Outlet ","0.13756E4","0.13E1","0.135E4","0.67E3"," W ","<a href=""http://s574.photobucket.com/albums/ss189/sneezehorse5/hike%20425%207-5-9/?action=view&amp;current=020.jpg"">Island Pond</a>"
" Lemon Squeezer ","0.13762E4","0.6E0","0.115E4","-0.2E3"," None ","<a href=""http://www.mtnlion.org/web_images/at2_227.jpg"">Lemon Squeezer</a>"
" Long Path Jct. ","0.13769E4","0.7E0","0.116E4","0.1E2"," None ",""
" Surebridge Mt. ","0.13773E4","0.4E0","0.12E4","0.4E2"," None ","<a href=""http://picasaweb.google.com/lh/photo/38hh34GbEoph8gl07krOXg"">Surebridge Mt.</a>"
" Fingerboard Shelter (pic) ","0.13783E4","0.1E1","0.13E4","0.1E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Fingerboar"">Fingerboard Shelter</a><a href=""http://www.panoramio.com/photo/21167916"">pic</a>"
" Arden Valley Rd. ","0.13794E4","0.11E1","0.1196E4","-0.104E3"," W, Sh ",""
" Seven Lakes Dr. ","0.13816E4","0.22E1","0.85E3","-0.346E3"," None ",""
" Goshen Mt. ","0.13824E4","0.8E0","0.118E4","0.33E3"," None ",""
" William Brien Memorial Shelter (pic) ","0.13836E4","0.12E1","0.107E4","-0.11E3"," S, (NO water) ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=WilliamBr"">William Brien Memorial Shelter</a><a href=""http://farm4.static.flickr.com/3557/3504151151_61c122731b.jpg?v=0"">pic</a>"
" Black Mt. ","0.1385E4","0.14E1","0.116E4","0.9E2"," None ",""
" Palisades Interstate Pkwy. ","0.13857E4","0.7E0","0.68E3","-0.48E3"," W ","<a href=""http://en.wikipedia.org/wiki/Palisades_Interstate_Parkway"">Palisades Interstate Pkwy.</a>"
" Beechy Bottom Brook ","0.13859E4","0.2E0","0.66E3","-0.2E2"," W ",""
" West Mt. Shelter (pic) ","0.13867E4","0.8E0","0.124E4","0.58E3"," W,S* ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=WMtn"">West Mt. Shelter</a><a href=""http://farm4.static.flickr.com/3557/3504151151_61c122731b.jpg?v=0"">pic</a>"
" Seven Lakes Dr. ","0.13883E4","0.16E1","0.61E3","-0.63E3"," None ",""
" Bear Mt. ","0.13899E4","0.16E1","0.1305E4","0.695E3"," W ","<a href=""http://www.summitpost.org/mountain/rock/150858/bear-mountain.html"">Bear Mt.</a>"
" Bear Mountain, NY ","0.13917E4","0.18E1","0.22E3","-0.1085E4"," L,R,W ",""
" Bear Mt. Museum/Zoo ","0.13924E4","0.7E0","0.124E3","-0.96E2"," None ","<a href=""http://www.hudsonriver.com/bearmtn.htm"">Bear Mt. Museum/Zoo</a>"
" Bear Mt. Bridge ","0.13925E4","0.1E0","0.2E3","0.76E2"," L,R,G ","<a href=""http://en.wikivisual.com/index.php/Bear_Mountain_Bridge"">Bear Mt. Bridge</a>"
" NY 9D ","0.13932E4","0.7E0","0.23E3","0.3E2"," None ",""
" Camp Smith Trail to Anthony’s Nose","0.13937E4","0.5E0","0.7E3","0.47E3"," None ",""
" Hemlock Springs Campsite ","0.13947E4","0.1E1","0.55E3","-0.15E3"," C,W ",""
" South Mt. Pass, Manitou Rd. ","0.13949E4","0.2E0","0.46E3","-0.9E2"," None ",""
" US 9, Peekskill ","0.13983E4","0.34E1","0.4E3","-0.6E2"," G ",""
" > Graymoor Spiritual Life Center ","0.13989E4","0.6E0","0.55E3","0.15E3"," C,W,Sh ","<a href=""http://www.graymoorcenter.org/"">Graymoor Spiritual Life Center</a>"
" Denning Hill ","0.14002E4","0.13E1","0.9E3","0.35E3"," None ","<a href=""http://mylifelist.files.wordpress.com/2008/05/dsc00139-1.jpg"">Denning Hill</a>"
" Old Albany Post Rd. ","0.14016E4","0.14E1","0.607E3","-0.293E3"," None ",""
" Canopus Hill Rd. ","0.14033E4","0.17E1","0.42E3","-0.187E3"," None ",""
" South Highland Rd. ","0.14043E4","0.1E1","0.57E3","0.15E3"," None ",""
" Dennytown Rd. ","0.1407E4","0.27E1","0.86E3","0.29E3"," C,W ",""
" Sunk Mine Rd. ","0.14086E4","0.16E1","0.8E3","-0.6E2"," None ",""
" Clarence Fahnestock State Park ","0.14107E4","0.21E1","0.92E3","0.12E3"," C*,W*,Sh* ","<a href=""http://nysparks.state.ny.us/parks/133/details.aspx"">Clarence Fahnestock State Park</a>"
" Shenandoah Mt. ","0.14149E4","0.42E1","0.1282E4","0.362E3"," None ",""
" Long Hill Rd. ","0.14153E4","0.4E0","0.11E4","-0.182E3"," None ",""
" Shenandoah Tenting Area ","0.14164E4","0.11E1","0.9E3","-0.2E3"," C,W ","<a href=""http://walkingnorth.files.wordpress.com/2008/07/img_2276.jpg"">Shenandoah Tenting Area</a>"
" RPH Shelter (pic) ","0.14177E4","0.13E1","0.36E3","-0.54E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=RPH"">RPH Shelter (</a><a href=""http://farm4.static.flickr.com/3377/3536963689_6415ba19be.jpg"">pic</a>"
" Taconic State Parkway ","0.1418E4","0.3E0","0.65E3","0.29E3"," None ","<a href=""http://www.nycroads.com/roads/taconic/"">Taconic State Parkway</a>"
" Hosner Mt. Rd. ","0.14212E4","0.32E1","0.5E3","-0.15E3"," None ",""
" NY 52, Stormville ","0.14228E4","0.16E1","0.8E3","0.3E3"," R,G ",""
" I-84 Overpass ","0.14242E4","0.14E1","0.95E3","0.15E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/Fv69Ca7x1uhqiOMTicMMow"">I-84 Overpass</a>"
" Mt. Egbert ","0.14266E4","0.24E1","0.1329E4","0.379E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/316540/mt-egbert.html"">Mt. Egbert</a>"
" Morgan Stewart Shelter (pic) ","0.14267E4","0.1E0","0.1285E4","-0.44E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MorganSte"">Morgan Stewart Shelter</a><a href=""http://www.summitpost.org/view_object.php?object_id=383869&amp;context_id=383841"">pic</a>"
" Depot Hill Rd. ","0.14278E4","0.11E1","0.123E4","-0.55E2"," None ",""
" Old Route 55 ","0.14297E4","0.19E1","0.75E3","-0.48E3"," None ",""
" NY 55, Poughquag ","0.143E4","0.3E0","0.72E3","-0.3E2"," R* ",""
" Nuclear Lake ","0.14312E4","0.12E1","0.75E3","0.3E2"," None ","<a href=""http://whereswalden.com/wp-content/uploads/2009/05/0161.jpg"">Nuclear Lake</a>"
" West Mt. ","0.1434E4","0.28E1","0.12E4","0.45E3"," None ","<a href=""http://harrimanhikers.org/west-mountain-harriman-state-park-ny/"">West Mt.</a>"
" Telephone Pioneers Shelter (pic) ","0.14345E4","0.5E0","0.91E3","-0.29E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Telephone"">Telephone Pioneers Shelter</a><a href=""http://farm3.static.flickr.com/2594/4011337646_a0cb29dc22.jpg"">pic</a>"
" CR 20, Dover Oak ","0.14352E4","0.7E0","0.65E3","-0.26E3"," W ","<a href=""http://whereswalden.com/wp-content/uploads/2009/05/0157.jpg"">Dover Oak</a>"
" Appalachian Trail Railroad Station ","0.14376E4","0.24E1","0.48E3","-0.17E3"," C,W,R,G,Sh ","<a href=""http://en.wikipedia.org/wiki/Appalachian_Trail_(Metro-North_station)"">Appalachian Trail Railroad Station</a>"
" Hurds Corner Rd. ","0.14378E4","0.2E0","0.48E3","0.0"," None ",""
" Leather Hill Rd. ","0.14428E4","0.5E1","0.75E3","0.27E3"," None ",""
" Wiley Shelter (pic) ","0.14432E4","0.4E0","0.74E3","-0.1E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Wiley"">Wiley Shelter</a><a href=""http://mylifelist.files.wordpress.com/2008/05/dsc00105-1.jpg"">pic</a>"
" Duell Hollow Rd. ","0.14434E4","0.2E0","0.62E3","-0.12E3"," None ",""
" Hoyt Rd., NY-CT State Line ","0.14444E4","0.1E1","0.4E3","-0.22E3"," R ","<a href=""http://picasaweb.google.com/lh/photo/Na-wQ4V4pYDIKBKEjzJA2A"">NY-CT State Line</a>"
" CT 55 ","0.1445E4","0.6E0","0.58E3","0.18E3"," None ",""
" Ten Mile Hill ","0.14462E4","0.12E1","0.1E4","0.42E3"," None ","<a href=""http://www.mtnlion.org/web_images/at2_256.jpg"">Ten Mile Hill</a>"
" Ten Mile River Lean-to (pic) ","0.14472E4","0.1E1","0.29E3","-0.71E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=TenMileR"">Ten Mile River Lean-to</a><a href=""http://uwf.edu/rconstand/Other%20Items/CT2%20-%20Checking%20in%20to%20Ten%20Mile%20River%20-%20a%20typical%20CT%20lean-to%20-%202008.jpg"">pic</a>"
" Ten Mile River ","0.14474E4","0.2E0","0.28E3","-0.1E2"," C,W ",""
" Bulls Bridge Parking side trail ","0.14481E4","0.7E0","0.45E3","0.17E3"," G ","<a href=""http://rohland.homedns.org/at/State/Connecticut/at_section5/100_0094.JPG"">Bulls Bridge Parking</a>"
" Schaghticoke Rd. ","0.14488E4","0.7E0","0.32E3","-0.13E3"," None ",""
" Schaghticoke Mt. ","0.14505E4","0.17E1","0.1331E4","0.1011E4"," None ","<a href=""http://www.mtnlion.org/web_images/at2_257.jpg"">Schaghticoke Mt.</a>"
" CT-NY State Line ","0.14517E4","0.12E1","0.125E4","-0.81E2"," None ","<a href=""http://picasaweb.google.com/jnolan8/PortClintonPAToRutlandVT#5089270556247694738"">CT-NY State Line</a>"
" Indian Rocks ","0.14521E4","0.4E0","0.129E4","0.4E2"," None ","<a href=""http://www.mtnlion.org/web_images/at2_258.jpg"">Indian Rocks</a>"
" Schaghticoke Mt. Campsite ","0.14527E4","0.6E0","0.95E3","-0.34E3"," C,W ",""
" Thayer Brook ","0.14546E4","0.19E1","0.9E3","-0.5E2"," None ",""
" Mt. Algo Lean-to (pic) ","0.14556E4","0.1E1","0.655E3","-0.245E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MtAlgo"">Mt. Algo Lean-to</a><a href=""http://picasaweb.google.com/lh/photo/Gny03HZOcO7DHUJ5MMV6Zw"">pic</a>"
" CT 341, Kent ","0.14559E4","0.3E0","0.35E3","-0.305E3"," L*,R*,G*,O*,Cl*,Sh* ",""
" Skiff Mt. Rd. ","0.14587E4","0.28E1","0.85E3","0.5E3"," None ",""
" St. Johns Ledges ","0.14601E4","0.14E1","0.9E3","0.5E2"," None ","<a href=""http://www.summitpost.org/mountain/rock/245850/saint-john-s-ledges-5-2-5-10.html"">St. Johns Ledges</a>"
" River Rd. ","0.14606E4","0.5E0","0.48E3","-0.42E3"," None ",""
" Stewart Hollow Brook Lean-to (pic) ","0.14629E4","0.23E1","0.425E3","-0.55E2"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=StewartHo"">Stewart Hollow Brook Lean-to</a><a href=""http://picasaweb.google.com/lh/photo/cE3-aqx6gcvUhRSAKyFXBA"">pic</a>"
" Stony Brook Campsite ","0.14633E4","0.4E0","0.44E3","0.15E2"," C,W ",""
" River Rd. ","0.14653E4","0.2E1","0.46E3","0.2E2"," None ",""
" Silver Hill Campsite ","0.14661E4","0.8E0","0.1E4","0.54E3"," C ",""
" CT 4, Cornwall Bridge ","0.1467E4","0.9E0","0.7E3","-0.3E3"," L*,C*,G*,O*,Sh* ",""
" Guinea Brook ","0.14671E4","0.1E0","0.65E3","-0.5E2"," None ",""
" Old Sharon Rd. ","0.14672E4","0.1E0","0.75E3","0.1E3"," None ",""
" Hatch Brook ","0.14684E4","0.12E1","0.88E3","0.13E3"," None ","<a href=""http://outdoors.webshots.com/photo/2923524880063208931ZeUrdl"">Hatch Brook</a>"
" Pine Knob Loop Trail ","0.14691E4","0.7E0","0.115E4","0.27E3"," C*,Sh* ","<a href=""http://outdoors.webshots.com/photo/2515416430063208931tppMVI"">Pine Knob</a>"
" Caesar Brook Campsite ","0.14695E4","0.4E0","0.76E3","-0.39E3"," C,W ","<a href=""http://gallery.backcountry.net/albums/papabear_section_2/aao.sized.jpg"">Caesar Brook Campsite</a>"
" Carse Brook ","0.14717E4","0.22E1","0.81E3","0.5E2"," W ","<a href=""http://outdoors.webshots.com/photo/2968788690063208931DJohmp"">Carse Brook</a>"
" West Cornwall Rd. ","0.14718E4","0.1E0","0.8E3","-0.1E2"," None ",""
" Pine Swamp Brook Lean-to (pic) ","0.14729E4","0.11E1","0.1075E4","0.275E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PineSBrk"">Pine Swamp Brook Lean-to</a><a href=""http://picasaweb.google.com/lh/photo/kY-xqlgpWNvaE7KU4f--lQ"">pic</a>"
" Sharon Mt. Rd. ","0.14738E4","0.9E0","0.115E4","0.75E2"," None ",""
" Mt. Easter ","0.14741E4","0.3E0","0.135E4","0.2E3"," None ","<a href=""http://purebound.com/AT/connecticut_massachusetts/mt_easter_vista_2.jpg"">Mt. Easter</a>"
" Sharon Mt. Campsite ","0.14753E4","0.12E1","0.12E4","-0.15E3"," C,W ","<a href=""http://picasaweb.google.com/lh/photo/QfO9HM_o8Zau8Al4Xs0ehA"">Sharon Mt. Campsite</a>"
" Belter’s Campsite ","0.14781E4","0.28E1","0.77E3","-0.43E3"," C,W ",""
" US 7/CT 112 ","0.14785E4","0.4E0","0.52E3","-0.25E3"," None ",""
" Housatonic River Bridge ","0.14791E4","0.6E0","0.5E3","-0.2E2"," None ",""
" Mohawk Trail ","0.14792E4","0.1E0","0.5E3","0.0"," L,R ",""
" Water Street, Falls Village ","0.1481E4","0.18E1","0.53E3","0.3E2"," L,C,W,R,Sh ",""
" Iron Bridge, Housatonic River ","0.14811E4","0.1E0","0.51E3","-0.2E2"," None ","<a href=""http://outdoors.webshots.com/photo/1351068879063208931WLQCAv"">Iron Bridge, Housatonic River</a>"
" Great Falls, Housatonic River ","0.14817E4","0.6E0","0.65E3","0.14E3"," None ","<a href=""http://www.panoramio.com/photo/10841294"">Great Falls, Housatonic River</a>"
" spring ","0.14822E4","0.5E0","0.75E3","0.1E3"," W ",""
" Prospect Mt. ","0.14845E4","0.23E1","0.1475E4","0.725E3"," None ","<a href=""http://www.summitpost.org/image/227097/221915/taconic-plateau.html"">Prospect Mt.</a>"
" Limestone Spring Lean-to (pic) ","0.14852E4","0.7E0","0.98E3","-0.495E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Limestone"">Limestone Spring Lean-to</a><a href=""http://gallery.backcountry.net/albums/papabear_section_2/abi.sized.jpg"">pic</a>"
" Rand’s View ","0.14863E4","0.11E1","0.125E4","0.27E3"," None ","<a href=""http://www.panoramio.com/photo/22856425"">Rand’s View</a>"
" Billy’s View ","0.14861E4","-0.2E0","0.115E4","-0.1E3"," None ","<a href=""http://www.mtnlion.org/web_images/at2_269.jpg"">Billy’s View</a>"
" US 44, Salisbury ","0.14886E4","0.25E1","0.7E3","-0.45E3"," L,R,G ",""
" CT 41, Salisbury ","0.14893E4","0.7E0","0.72E3","0.2E2"," L*,R*,G* ",""
" Plateau Campsite ","0.14895E4","0.2E0","0.8E3","0.8E2"," C,W ",""
" Lions Head ","0.1492E4","0.25E1","0.1738E4","0.938E3"," None ","<a href=""http://www.mtnlion.org/web_images/at2_269.jpg"">Lions Head</a>"
" Riga Lean-to (pic) ","0.14927E4","0.7E0","0.161E4","-0.128E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Riga"">Riga Lean-to</a><a href=""http://www.summitpost.org/image/204394/221915/user-profile-image.html"">pic</a>"
" Ball Brook Campsite ","0.14933E4","0.6E0","0.165E4","0.4E2"," C,W ",""
" Brassie Brook Lean-to (pic) ","0.14939E4","0.6E0","0.1705E4","0.55E2"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=BrassieBr"">Brassie Brook Lean-to</a><a href=""http://www.alpinezone.com/hiking/00images/tristate/greg2.jpg"">pic</a>"
" Undermountain Trail, Riga Jct. ","0.14944E4","0.5E0","0.182E4","0.115E3"," None ",""
" Bear Mt. Rd. ","0.14946E4","0.2E0","0.192E4","0.1E3"," None ",""
